@relation 'MassHousingTrainData-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R12-last-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R23,24,28,34,40-weka.filters.unsupervised.attribute.MergeTwoValues-C8-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C8-F1-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C8-F2-S3-weka.filters.unsupervised.attribute.SortLabels-Rfirst-last-SNON-CASE-weka.filters.unsupervised.attribute.Reorder-Rfirst-7,9-last,8-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -P 1,7,18,27,29 -D 1 -N 5'

@attribute rm_key numeric
@attribute Stmt_date {12/13/01,12/13/04,12/13/07,12/15/99,12/31/00,12/31/01,12/31/02,12/31/03,12/31/04,12/31/05,12/31/06,12/31/07,12/31/08,12/31/09,12/31/95,12/31/96,12/31/97,12/31/98,12/31/99,2/28/09,6/30/00,6/30/01,6/30/02,6/30/03,6/30/04,6/30/05,6/30/06,6/30/07,6/30/08,6/30/09,6/30/95,6/30/97,6/30/98,6/30/99,8/31/09,9/30/03,9/30/04,9/30/05,9/30/06,9/30/07,9/30/08,9/30/09}
@attribute DSC_Ratio_II numeric
@attribute Current_Ratio numeric
@attribute 'Notes & Advances - due within 1 year (Line 252)' {-1,'-44,142',0,'1,046,761','1,059,745','1,127,000','1,141','1,142,842','1,151,991','1,168,902','1,255,616','1,293,116','1,310,000','1,330,616','1,368,116','1,403,439','1,405,616','1,416,187','1,422,387','1,444,610','1,445,000','1,463','1,470','1,498,525','1,619,763','1,624,796','1,629,529','1,769','1,797','1,802,353','1,802,434','1,939','1,970','1,979','10,000','10,223','10,556','10,595','10,709','10,743','100,960','102,194','102,719','103,419','103,462','104,065','104,413','104,651','104,715','105,000','105,416','105,644','105,762',107,'108,211','109,208','11,083','11,088','11,425','11,774','11,788,574','11,948','11,991','112,140','113,063','113,408','113,737','12,025','12,178','12,328','12,373','12,749','12,754','12,890','128,279','13,055','13,134','13,349','13,450','13,466','13,490','13,502','13,803','13,905','14,414','14,935','141,740','142,943','15,167','15,454','15,542','15,590','15,792','16,355','16,388','16,656','161,500','163,910','164,000','166,914','17,091','17,227','18,108','18,677','18,939','19,000','19,034','19,381','19,632','19,743','194,885','2,000','2,034,026','2,092','2,146','2,154','2,204,999','2,236,547','2,257','2,282','2,335','2,345','2,400,000','2,439','2,485,873','2,496,395','2,500','2,501','2,511,337','2,540','2,552','2,563','2,571','2,627','2,643,271','2,649,368','2,656,319','2,657,428','2,672','2,693','2,699','2,784','2,814','2,956','20,000','20,008','20,637','200,914','201,360','21,000','21,032','21,152','21,241','21,692','21,718','22,107','22,207','22,802','22,815','23,239','23,346','23,375','23,543','23,968','230,058','232,707','24,428','24,534','24,678','24,683','24,969','24,992','247,662','25,000','25,000,000','25,200','25,325','25,500','25,510','25,523','25,532','25,610','25,773','25,934','257,720','259,338','26,292','26,295','26,482','26,504','26,575','268,109','268,803',272,'272,659',273,'274,352','274,423','275,000','275,253','275,254','276,117','28,323','29,090','294,402','3,083','3,138','3,154,086','3,250','3,266','3,266,642','3,266,643','3,308,205','3,332','3,333','3,347','3,413','3,420','3,435','3,479,589','3,635','30,522','300,000','308,444','31,673','31,700','32,733','32,766','323,267','33,025','33,653','33,806','348,635','35,169','35,681','355,143','36,697','365,576','366,954','367,094','368,140','37,160','37,835','371,919','372,458','377,731','38,044','38,125','38,800','38,941','380,000','383,574','39,297','39,626','394,560','395,397','398,065','4,000','4,026','4,058','4,087','4,089','4,298','4,300','4,306','4,400','4,440','4,573','4,580','4,806','4,856','4,992','40,000','41,322','41,765','414,058','414,776','43,070','43,663','43,940','46,500','465,445','483,767','49,400','5,055','5,084','5,100','5,203','5,333','5,596','5,629','5,691','5,695','5,837','5,947,725','50,000','500,000','51,218','52,670','538,368','54,393',541,'55,000','55,126','55,363','56,851','58,954','580,660','586,257','594,620','6,235','6,244','6,301','6,427','6,460,584','6,615','6,666','6,799','6,811','6,868','62,112','621,754','625,938','63,083','65,835','66,674','66,893','669,901','67,306','67,371','69,233','7,221','7,276','7,335','7,475','7,500','7,600','7,665','7,712','7,719,034','7,753','7,910','70,000','700,000','71,339','72,231','74,850','743,955','745,000','75,000','75,586','75,707','767,992','8,058','8,069','8,086','8,161','8,232','8,471','8,680,150','8,682','8,706','8,868','8,905','8,910','80,000','808,579','824,375','83,694','835,955','88,101','88,694','9,029','9,039','9,117','9,360','9,380,284','9,387,379','9,394,471','9,415','9,428','9,596','9,714','9,800','9,892','90,404','95,130','95,825','97,500','98,632','99,188','999,032'}
@attribute 'Number Of Elevators' {'\'(-inf-1.1]\'','\'(1.1-2.2]\'','\'(2.2-3.3]\'','\'(3.3-4.4]\'','\'(4.4-5.5]\'','\'(5.5-6.6]\'','\'(6.6-7.7]\'','\'(7.7-8.8]\'','\'(8.8-9.9]\'','\'(9.9-inf)\''}
@attribute 'Total Gross Sf Buildings' {0,'1,107,595','1,345,494','1,596','1,728','10,000','101,096','101,672','103,345','104,844','105,083','105,125','105,134','105,740','106,298','107,000','107,304','107,600','108,218','108,310','108,416','108,771','109,030','109,223','109,540','109,637','109,814','11,398','11,717','11,946','110,000','111,902','111,920','112,315','112,431','112,790','112,953','113,436','114,324','114,948','115,295','115,456','115,526','116,767','117,550','119,720','12,158','121,186','121,510','121,822','123,197','124,132','124,532','125,025','125,280','126,432','126,517','127,118','127,520','127,656','128,476','128,684','129,908','129,971','13,000','130,068','130,135','131,514','131,788','131,866','131,894','132,492','133,736','133,895','133,917','134,119','134,668','135,699','135,707','135,727','135,800','135,968','136,139','136,733','137,406','138,084','139,104','139,318','140,000','141,630','142,053','143,267','144,550','144,670','144,857','145,908','145,951','146,021','147,190','15,138','150,408','152,570','153,060','153,750','154,128','156,000','156,393','160,080','160,321','161,672','162,642','163,374','164,848','165,805','166,154','167,040','168,839','169,000','169,400','175,327','177,529','177,851','179,966','18,334','180,467','180,589','180,689','181,040','184,770','185,838','185,970','188,200','188,583','19,000','19,100','190,000','190,054','190,633','191,414','191,750','193,000','193,040','193,371','196,721','196,820','197,087','199,466','2,757,400','20,000','200,310','200,665','201,342','203,764','205,173','206,124','206,703','207,654','211,426','212,100','22,510','22,584','22,730','221,175','221,872','222,058','223,115','227,222','228,985','229,129','229,520','23,270','236,640','238,209','238,906','239,296','239,731','24,339','240,000','241,555','244,040','244,406','247,019','25,500','25,738','250,362','256,903','260,866','263,823','266,672','267,825','273,988','275,564','277,800','281,000','285,828','29,635','29,976','295,678','30,248','30,346','30,900','304,910','31,224','31,792','313,632','32,290','324,255','34,610','347,040','347,361','35,000','350,216','361,680','37,067','37,878','38,113','38,776','382,557','388,116','388,643','39,950','40,130','40,204','40,586','40,670','41,014','41,188','41,379','41,802','42,774','437,092','44,000','44,375','44,578','44,600','45,765','46,035','46,728','46,796','462,577','49,227','49,458','50,000','50,505','506,000','513,771','52,128','54,087','54,205','55,410','55,864','56,065','57,184','57,860','57,964','574,992','58,220','58,692','583,718','588,060','60,000','60,003','60,192','60,420','60,727','61,244','62,954','63,138','64,308','64,507','64,747','66,075','66,099','66,390','66,783','67,502','67,923','68,132','69,080','69,736','7,921','70,000','70,678','71,297','71,480','72,000','72,380','72,783','72,844','73,036','73,694','74,356','74,600','74,634','74,768','75,134','75,417','75,892','76,300','76,407','76,685','76,771','77,292','77,644','77,912','79,848','79,940','8,000','8,996','80,000','80,008','81,372','81,535','81,640','83,774','85,314','85,360','85,737','86,054','86,500','86,900','87,389','87,750','88,180','88,890','89,390','89,527','9,835','90,221','90,417','90,509','90,684','91,887','92,998','93,146','93,435','93,610','94,000','94,068','94,200','94,808','95,040','95,443','95,730','95,799','95,875','97,020','97,330','97,454','98,900','99,562'}
@attribute 'Financial Rating Letter Grade' {A_B_C,D_F}

@data
502,12/31/07,0.88,1.22,0,'\'(-inf-1.1]\'','95,875',A_B_C
712,12/31/96,1.14,1.69,'3,635','\'(-inf-1.1]\'','212,100',A_B_C
753,12/31/02,1.47,1.29,0,'\'(-inf-1.1]\'','169,000',A_B_C
996,12/31/99,0.81,1.41,0,'\'(1.1-2.2]\'','239,731',A_B_C
261,12/31/08,1.74,1.13,0,'\'(1.1-2.2]\'','95,730',A_B_C
920,12/31/04,1.95,1.43,0,'\'(-inf-1.1]\'','19,100',A_B_C
845,12/31/96,1.16,4.34,0,'\'(3.3-4.4]\'','135,800',A_B_C
645,12/31/97,0.97,3.51,0,'\'(-inf-1.1]\'','107,600',A_B_C
660,12/31/95,0.75,0.96,'40,000','\'(-inf-1.1]\'','180,689',D_F
261,12/31/06,1.01,1.39,'300,000','\'(1.1-2.2]\'','95,730',A_B_C
868,12/31/07,1.17,3.08,0,'\'(-inf-1.1]\'','22,510',A_B_C
997,12/31/97,1.04,2.68,0,'\'(1.1-2.2]\'','135,727',A_B_C
632,12/31/99,1.21,0.72,0,'\'(1.1-2.2]\'','222,058',A_B_C
814,12/31/95,1.04,0.78,0,'\'(1.1-2.2]\'','196,721',A_B_C
875,12/31/04,1.34,2.47,0,'\'(3.3-4.4]\'','152,570',A_B_C
1167,12/31/03,1.19,2.39,0,'\'(1.1-2.2]\'','179,966',A_B_C
955,12/31/99,1,0.89,0,'\'(2.2-3.3]\'','147,190',A_B_C
836,12/31/02,1.43,1.38,0,'\'(1.1-2.2]\'','97,020',A_B_C
905,12/31/06,1.23,2.14,0,'\'(-inf-1.1]\'','164,848',A_B_C
784,12/31/99,2.02,1.91,0,'\'(-inf-1.1]\'','115,456',A_B_C
675,12/31/01,1.2,0.94,0,'\'(-inf-1.1]\'','99,562',A_B_C
1166,12/31/05,1.3,4.32,0,'\'(-inf-1.1]\'','238,906',A_B_C
1080,12/31/00,1.49,2.15,'24,534','\'(-inf-1.1]\'','574,992',A_B_C
712,12/31/03,1.11,3.03,0,'\'(-inf-1.1]\'','212,100',A_B_C
802,12/31/06,1.51,2.32,0,'\'(1.1-2.2]\'','108,771',A_B_C
891,12/31/95,1.25,5.78,0,'\'(1.1-2.2]\'','61,244',A_B_C
756,12/31/08,1.12,1.2,0,'\'(-inf-1.1]\'','124,132',A_B_C
856,12/31/97,1.65,3.65,0,'\'(3.3-4.4]\'','185,970',A_B_C
954,12/31/95,1.82,1.49,0,'\'(-inf-1.1]\'','74,768',A_B_C
1068,12/31/99,1.19,4.67,'2,693','\'(1.1-2.2]\'','109,637',A_B_C
896,12/31/96,1.13,1.43,0,'\'(3.3-4.4]\'','191,750',A_B_C
1002,12/31/04,0.72,1.36,0,'\'(1.1-2.2]\'','241,555',A_B_C
1071,12/31/99,1.27,3.7,'767,992','\'(-inf-1.1]\'','88,180',A_B_C
763,12/31/06,1.1,1.16,0,'\'(1.1-2.2]\'','131,514',A_B_C
884,12/31/95,1.51,2.57,0,'\'(1.1-2.2]\'','98,900',A_B_C
753,12/31/98,1.38,2.95,0,'\'(-inf-1.1]\'','169,000',A_B_C
824,12/31/07,1.37,1.07,0,'\'(1.1-2.2]\'','124,532',A_B_C
758,12/31/07,1.07,2.69,0,'\'(-inf-1.1]\'','260,866',A_B_C
794,12/31/04,0.63,0.06,272,'\'(-inf-1.1]\'','8,000',D_F
762,12/31/08,1.13,3.59,0,'\'(1.1-2.2]\'','138,084',A_B_C
776,12/31/01,1.39,4.27,0,'\'(-inf-1.1]\'','89,527',A_B_C
1061,12/31/96,0.78,1.31,0,'\'(-inf-1.1]\'','137,406',A_B_C
933,12/31/03,1.26,1.39,0,'\'(1.1-2.2]\'','77,912',A_B_C
655,12/31/95,0.92,1.75,0,'\'(-inf-1.1]\'','134,119',A_B_C
655,12/31/04,1.22,1.52,'66,893','\'(-inf-1.1]\'','134,119',A_B_C
815,9/30/04,1.31,3.1,0,'\'(1.1-2.2]\'','73,694',A_B_C
794,12/31/08,0.43,0,0,'\'(-inf-1.1]\'','8,000',D_F
1068,12/31/03,0.99,2,0,'\'(1.1-2.2]\'','109,637',A_B_C
759,12/31/06,1.14,0.9,0,'\'(-inf-1.1]\'','131,788',A_B_C
744,12/31/95,1.18,1.11,0,'\'(-inf-1.1]\'','177,851',A_B_C
1000,12/31/08,1.57,3.46,0,'\'(-inf-1.1]\'','54,205',A_B_C
896,12/31/97,1.14,1.46,0,'\'(3.3-4.4]\'','191,750',A_B_C
766,12/31/01,0.78,0.94,0,'\'(-inf-1.1]\'','23,270',D_F
744,12/31/07,0.98,2.33,'1,310,000','\'(-inf-1.1]\'','177,851',A_B_C
1141,12/31/09,1.23,4.12,0,'\'(-inf-1.1]\'','229,520',A_B_C
979,12/31/98,0.94,3.1,0,'\'(-inf-1.1]\'','38,776',A_B_C
793,12/31/03,1.35,1.87,0,'\'(-inf-1.1]\'','69,080',A_B_C
1056,12/31/03,2.41,3.2,0,'\'(-inf-1.1]\'','67,502',A_B_C
753,12/31/03,1.19,1.74,0,'\'(-inf-1.1]\'','169,000',A_B_C
253,12/31/05,1.09,0.93,0,'\'(1.1-2.2]\'','132,492',A_B_C
775,12/31/04,1.52,6.79,0,'\'(-inf-1.1]\'','40,204',A_B_C
1081,12/31/01,1.21,5.44,0,'\'(-inf-1.1]\'','313,632',A_B_C
1081,12/31/02,1.74,5.5,0,'\'(-inf-1.1]\'','313,632',A_B_C
660,12/31/04,1.03,1.51,'113,063','\'(-inf-1.1]\'','180,689',A_B_C
796,12/31/97,0.9,0.77,0,'\'(-inf-1.1]\'','22,584',A_B_C
801,12/31/97,2.27,2.58,0,'\'(-inf-1.1]\'','130,135',A_B_C
1143,12/31/05,1.2,1.82,0,'\'(2.2-3.3]\'','60,003',A_B_C
1010,12/31/97,1.03,0.3,0,'\'(1.1-2.2]\'','211,426',A_B_C
260,12/31/06,1.22,3.92,0,'\'(3.3-4.4]\'','240,000',A_B_C
1011,12/31/02,1.15,1.66,0,'\'(-inf-1.1]\'','112,315',A_B_C
795,12/31/01,0.98,1.08,0,'\'(-inf-1.1]\'','223,115',A_B_C
1049,12/31/05,0.9,1.79,'1,151,991','\'(-inf-1.1]\'','42,774',A_B_C
261,12/31/09,1.05,1.04,'1,624,796','\'(1.1-2.2]\'','95,730',A_B_C
960,12/31/02,0.58,0.22,0,'\'(1.1-2.2]\'','109,540',D_F
638,12/31/03,1.1,5.71,0,'\'(-inf-1.1]\'','388,116',A_B_C
898,12/31/09,1.29,1.49,0,'\'(-inf-1.1]\'','144,670',A_B_C
770,12/31/97,1.11,1.58,0,'\'(4.4-5.5]\'','250,362',A_B_C
722,12/31/02,0.91,0.86,0,'\'(-inf-1.1]\'','244,406',D_F
790,12/31/95,1.02,0.87,0,'\'(5.5-6.6]\'','347,361',A_B_C
1054,12/31/98,0.97,0.95,'41,765','\'(-inf-1.1]\'','72,783',D_F
912,12/31/03,1.41,3.14,0,'\'(-inf-1.1]\'','109,223',A_B_C
993,12/31/97,1.01,0.77,0,'\'(-inf-1.1]\'',0,A_B_C
803,12/31/99,1.11,2.94,0,'\'(-inf-1.1]\'','55,864',A_B_C
722,12/31/98,1.1,1.27,0,'\'(-inf-1.1]\'','244,406',A_B_C
1054,12/31/07,1.34,0.21,'275,254','\'(-inf-1.1]\'','72,783',A_B_C
800,12/31/04,1.16,1.68,0,'\'(1.1-2.2]\'','168,839',A_B_C
960,12/31/97,1.05,0.47,0,'\'(1.1-2.2]\'','109,540',A_B_C
1072,12/31/06,1.58,2.37,'7,753','\'(-inf-1.1]\'','31,792',A_B_C
686,12/31/96,1.1,0.67,0,'\'(-inf-1.1]\'','105,134',A_B_C
827,12/31/95,1.92,20.98,0,'\'(3.3-4.4]\'','135,699',A_B_C
871,12/31/06,1.32,6.55,0,'\'(-inf-1.1]\'','101,672',A_B_C
985,12/31/00,1.49,1.23,0,'\'(-inf-1.1]\'','2,757,400',A_B_C
918,12/31/98,1.44,1.09,0,'\'(1.1-2.2]\'','200,310',A_B_C
677,12/31/95,2.4,3.52,0,'\'(-inf-1.1]\'','12,158',A_B_C
678,12/31/98,1.49,6.28,0,'\'(-inf-1.1]\'','150,408',A_B_C
496,12/31/06,0.88,2.76,0,'\'(-inf-1.1]\'','45,765',A_B_C
681,12/31/98,1.44,2.88,0,'\'(-inf-1.1]\'','88,890',A_B_C
706,12/31/08,1.84,7.12,0,'\'(-inf-1.1]\'','40,670',A_B_C
258,12/31/04,0.86,3.3,0,?,'227,222',A_B_C
779,12/31/02,1.47,3.96,0,'\'(2.2-3.3]\'','188,200',A_B_C
798,12/31/04,1.83,9.11,'4,000','\'(-inf-1.1]\'','9,835',A_B_C
944,12/31/02,1.22,0.9,0,'\'(1.1-2.2]\'','77,644',A_B_C
828,12/31/08,0.99,1.18,0,'\'(-inf-1.1]\'','68,132',A_B_C
667,12/31/97,2.18,0,0,'\'(-inf-1.1]\'','11,398',A_B_C
681,12/31/09,1.25,2.6,0,'\'(-inf-1.1]\'','88,890',A_B_C
927,12/31/97,1.16,1.5,0,'\'(-inf-1.1]\'','31,224',A_B_C
899,12/31/00,1.36,3.17,'4,300','\'(3.3-4.4]\'','162,642',A_B_C
977,12/31/04,1.09,0.69,0,'\'(3.3-4.4]\'','347,040',A_B_C
801,12/31/99,0.7,1.46,0,'\'(-inf-1.1]\'','130,135',A_B_C
1080,12/31/98,1.55,2.37,'142,943','\'(-inf-1.1]\'','574,992',A_B_C
778,12/31/96,1.1,0.5,0,'\'(-inf-1.1]\'','107,000',A_B_C
813,12/31/09,1.18,1.43,0,'\'(1.1-2.2]\'','513,771',A_B_C
824,12/31/04,1.78,2.39,0,'\'(1.1-2.2]\'','124,532',A_B_C
714,12/31/06,0.93,3.46,0,'\'(-inf-1.1]\'','128,684',A_B_C
1166,12/31/07,1.53,4.08,0,'\'(-inf-1.1]\'','238,906',A_B_C
318,12/31/07,1.01,2.19,0,'\'(-inf-1.1]\'','273,988',A_B_C
876,12/31/97,1.24,8.11,0,'\'(1.1-2.2]\'','127,118',A_B_C
655,12/31/97,0.9,1.28,0,'\'(-inf-1.1]\'','134,119',A_B_C
1081,12/31/08,1.06,4.57,0,'\'(-inf-1.1]\'','313,632',A_B_C
841,12/31/06,2.56,1.57,0,'\'(1.1-2.2]\'','89,390',A_B_C
979,12/31/05,1.1,0.28,0,'\'(-inf-1.1]\'','38,776',A_B_C
944,12/31/98,1.45,1.74,0,'\'(1.1-2.2]\'','77,644',A_B_C
989,12/31/97,2.25,1.46,0,'\'(-inf-1.1]\'',0,A_B_C
723,12/31/09,1.08,2.27,'4,440','\'(-inf-1.1]\'','277,800',A_B_C
993,12/31/99,1.09,1.3,0,'\'(-inf-1.1]\'',0,A_B_C
946,12/31/99,1.22,3.53,0,'\'(-inf-1.1]\'','87,389',A_B_C
852,12/31/98,1.05,5.36,0,'\'(1.1-2.2]\'','67,923',A_B_C
660,12/31/03,1.15,0.97,'31,673','\'(-inf-1.1]\'','180,689',A_B_C
1077,12/31/07,2.87,16.98,0,'\'(-inf-1.1]\'','30,900',A_B_C
896,12/31/98,1.16,1.27,0,'\'(3.3-4.4]\'','191,750',A_B_C
816,12/31/09,1.18,4.06,0,'\'(2.2-3.3]\'','197,087',A_B_C
1038,12/31/06,1.08,2.65,0,'\'(-inf-1.1]\'','105,125',A_B_C
752,12/31/09,0.71,0.58,0,'\'(-inf-1.1]\'','153,750',D_F
656,12/31/03,1.7,2.87,0,'\'(-inf-1.1]\'','116,767',A_B_C
827,12/31/02,1.58,13.04,0,'\'(3.3-4.4]\'','135,699',A_B_C
714,12/31/05,0.9,3.9,0,'\'(-inf-1.1]\'','128,684',A_B_C
256,12/31/03,1.15,1.77,'247,662','\'(-inf-1.1]\'','94,000',A_B_C
841,12/31/05,2.51,1.61,0,'\'(1.1-2.2]\'','89,390',A_B_C
900,12/31/07,2.22,3.99,0,'\'(3.3-4.4]\'','201,342',A_B_C
916,12/31/00,0.98,0.59,0,'\'(-inf-1.1]\'','115,295',D_F
685,12/31/03,3.36,5.88,0,'\'(2.2-3.3]\'','196,820',A_B_C
792,12/31/04,1.31,0.77,0,'\'(3.3-4.4]\'','136,733',A_B_C
691,12/31/05,1.24,1.25,0,'\'(-inf-1.1]\'','129,908',A_B_C
671,12/31/03,0.79,1.69,0,'\'(-inf-1.1]\'','190,000',A_B_C
372,12/31/06,0.97,2.76,0,'\'(-inf-1.1]\'','175,327',A_B_C
987,12/31/07,1.66,1.56,0,'\'(-inf-1.1]\'','93,146',A_B_C
1165,12/31/03,1.76,4.1,0,'\'(1.1-2.2]\'','95,040',A_B_C
871,12/31/96,1.2,2.14,0,'\'(-inf-1.1]\'','101,672',A_B_C
897,12/31/99,1.19,1.63,0,'\'(-inf-1.1]\'','57,964',A_B_C
709,12/31/04,1.74,2.29,0,'\'(2.2-3.3]\'','129,971',A_B_C
988,12/31/09,0,6.04,0,'\'(-inf-1.1]\'',0,A_B_C
756,12/31/97,1.18,6.98,0,'\'(-inf-1.1]\'','124,132',A_B_C
409,12/31/08,1.09,3.69,0,'\'(1.1-2.2]\'','256,903',A_B_C
708,12/31/99,1.1,1.92,0,'\'(3.3-4.4]\'','281,000',A_B_C
908,12/31/96,1.47,8.91,0,'\'(1.1-2.2]\'','85,737',A_B_C
697,12/31/06,1.6,5.65,0,'\'(-inf-1.1]\'','135,968',A_B_C
804,12/31/03,1.22,1.91,0,'\'(1.1-2.2]\'','190,633',A_B_C
922,12/31/97,1.14,1.28,0,'\'(1.1-2.2]\'','74,634',A_B_C
891,12/31/08,1.64,12.6,0,'\'(1.1-2.2]\'','61,244',A_B_C
722,12/31/09,0.53,0.19,0,'\'(-inf-1.1]\'','244,406',D_F
925,12/31/05,1.75,1.99,0,'\'(-inf-1.1]\'','66,075',A_B_C
1044,12/31/09,1.56,2.45,0,'\'(1.1-2.2]\'','111,902',A_B_C
978,12/31/97,1.06,1.24,0,'\'(1.1-2.2]\'','112,953',A_B_C
1000,12/31/04,1.14,0.79,0,'\'(-inf-1.1]\'','54,205',A_B_C
927,12/31/99,1.21,1.88,0,'\'(-inf-1.1]\'','31,224',A_B_C
869,12/31/02,1.11,8.44,0,'\'(-inf-1.1]\'','121,822',A_B_C
856,12/31/96,1.26,2.5,0,'\'(3.3-4.4]\'','185,970',A_B_C
1077,6/30/05,2.31,12.91,0,'\'(-inf-1.1]\'','30,900',A_B_C
682,12/31/05,0.39,0.85,0,'\'(-inf-1.1]\'','13,000',D_F
908,12/31/07,1.21,2.97,0,'\'(1.1-2.2]\'','85,737',A_B_C
900,12/31/95,1.17,5.92,0,'\'(3.3-4.4]\'','201,342',A_B_C
791,12/31/03,1.06,1.6,'2,335','\'(3.3-4.4]\'','228,985',A_B_C
1009,12/31/95,1.08,1.52,0,'\'(-inf-1.1]\'','108,218',A_B_C
796,12/31/96,1.3,1.56,0,'\'(-inf-1.1]\'','22,584',A_B_C
937,12/31/99,1.08,2.7,0,'\'(-inf-1.1]\'','86,500',A_B_C
865,12/31/09,0.97,0.52,0,'\'(1.1-2.2]\'','97,330',A_B_C
864,12/31/03,1.44,3.81,0,'\'(-inf-1.1]\'','46,728',A_B_C
259,12/31/05,0.48,1.01,'63,083','\'(1.1-2.2]\'','76,685',D_F
812,12/31/04,2.72,2.91,0,'\'(1.1-2.2]\'','76,407',A_B_C
1004,12/31/07,1.06,0.51,0,'\'(-inf-1.1]\'','30,248',A_B_C
1072,12/31/08,0.5,2.08,'8,069','\'(-inf-1.1]\'','31,792',A_B_C
759,12/31/05,0.98,0.88,0,'\'(-inf-1.1]\'','131,788',A_B_C
873,12/31/03,1.13,2.77,0,'\'(2.2-3.3]\'','125,280',A_B_C
823,12/31/95,1.16,1.38,0,'\'(-inf-1.1]\'','44,578',A_B_C
762,12/31/04,1.8,5.3,0,'\'(1.1-2.2]\'','138,084',A_B_C
915,12/31/07,1.04,2.41,0,'\'(-inf-1.1]\'','55,410',A_B_C
1059,12/31/02,1.3,3.77,0,'\'(-inf-1.1]\'','29,635',A_B_C
953,12/31/06,0.98,2.41,0,'\'(1.1-2.2]\'','117,550',A_B_C
857,12/31/02,1.54,3.2,0,'\'(-inf-1.1]\'','90,221',A_B_C
257,12/31/04,1.35,2.53,0,'\'(-inf-1.1]\'','177,529',A_B_C
633,12/31/99,1.23,0.55,0,'\'(2.2-3.3]\'','161,672',A_B_C
662,12/31/95,1.16,1.23,0,'\'(-inf-1.1]\'','95,443',A_B_C
937,12/31/00,1.31,2.1,0,'\'(-inf-1.1]\'','86,500',A_B_C
922,12/31/00,0.5,0.92,0,'\'(1.1-2.2]\'','74,634',D_F
672,12/31/07,1.93,1.58,0,'\'(1.1-2.2]\'','136,139',A_B_C
788,12/31/98,1.08,1.54,0,'\'(-inf-1.1]\'','60,192',A_B_C
714,12/31/95,1.15,5.03,0,'\'(-inf-1.1]\'','128,684',A_B_C
712,12/31/01,1.1,1.78,0,'\'(-inf-1.1]\'','212,100',A_B_C
881,12/31/03,1.01,1.82,'100,960','\'(2.2-3.3]\'','144,857',A_B_C
918,12/31/99,1.5,1,0,'\'(1.1-2.2]\'','200,310',A_B_C
922,12/31/96,1.11,1.23,0,'\'(1.1-2.2]\'','74,634',A_B_C
703,12/31/95,1.6,1.39,0,'\'(-inf-1.1]\'','144,550',A_B_C
893,12/31/09,1.3,2.63,0,'\'(1.1-2.2]\'','93,610',A_B_C
1165,12/31/05,1.59,1.54,0,'\'(1.1-2.2]\'','95,040',A_B_C
656,12/31/05,1.7,7.52,0,'\'(-inf-1.1]\'','116,767',A_B_C
637,12/31/01,1,2.97,0,'\'(1.1-2.2]\'','62,954',A_B_C
1065,12/31/98,1.31,0.69,0,'\'(1.1-2.2]\'','139,318',A_B_C
755,12/31/08,0.99,1.48,0,'\'(-inf-1.1]\'','37,067',A_B_C
653,9/30/08,1.51,1.19,0,'\'(2.2-3.3]\'','184,770',A_B_C
855,12/31/04,1.04,5.15,0,'\'(-inf-1.1]\'','86,054',A_B_C
758,12/31/04,0.94,0.58,0,'\'(-inf-1.1]\'','260,866',A_B_C
907,12/31/96,1.23,2.15,0,'\'(-inf-1.1]\'','49,227',A_B_C
937,12/31/01,1.07,2.69,0,'\'(-inf-1.1]\'','86,500',A_B_C
933,12/31/09,1.41,1.62,0,'\'(1.1-2.2]\'','77,912',A_B_C
907,12/31/08,1.43,9.56,0,'\'(-inf-1.1]\'','49,227',A_B_C
449,12/31/08,0.86,1.03,0,'\'(-inf-1.1]\'','188,583',D_F
756,12/31/00,1.21,6.8,0,'\'(-inf-1.1]\'','124,132',A_B_C
645,12/31/95,1.03,3.22,0,'\'(-inf-1.1]\'','107,600',A_B_C
1002,12/31/97,1.09,2.97,0,'\'(1.1-2.2]\'','241,555',A_B_C
1165,12/31/99,2.78,3.41,'700,000','\'(1.1-2.2]\'','95,040',A_B_C
1154,12/31/04,1.5,2.7,'8,868','\'(1.1-2.2]\'','91,887',A_B_C
790,12/31/02,1.12,1.01,0,'\'(5.5-6.6]\'','347,361',A_B_C
946,12/31/07,0.88,1.42,0,'\'(-inf-1.1]\'','87,389',A_B_C
632,12/31/97,0.87,1.1,0,'\'(1.1-2.2]\'','222,058',D_F
682,12/31/08,1.73,1.11,0,'\'(-inf-1.1]\'','13,000',A_B_C
953,12/31/07,1.11,1.96,0,'\'(1.1-2.2]\'','117,550',A_B_C
756,12/31/95,1.01,2.78,0,'\'(-inf-1.1]\'','124,132',A_B_C
775,12/31/08,1.2,5.66,0,'\'(-inf-1.1]\'','40,204',A_B_C
881,12/31/00,1.23,1.45,0,'\'(2.2-3.3]\'','144,857',A_B_C
775,12/31/96,1.25,6.8,0,'\'(-inf-1.1]\'','40,204',A_B_C
905,12/31/07,1.32,3.77,0,'\'(-inf-1.1]\'','164,848',A_B_C
